name,From,To,Draft,Tm,Lg,G,GS,Yrs,PB.x,AP1.x,AV.x,pfr_player_id,career_try,career_ranypa,career_wowy,Pos,hof
Olin Kreutz,1998,2011,3-64,TOT,NFL,195,187,14,6,1,95,KreuOl00,-1.912226381,-1.696016073,-0.639895191,NA,NA
Jackie Smith,1963,1978,10-129,TOT,NFL,210,162,16,5,0,95,SmitJa00,9421.487138,-0.106165441,-0.549132078,TE,TRUE
Otis Taylor,1965,1975,"15-203, 4-29AFL",KAN,TOT,130,72,11,3,2,95,TaylOt00,9578.150966,1.051625413,0.161597281,NA,NA
Herman Moore,1991,2002,1-10,TOT,NFL,146,122,12,4,3,94,MoorHe00,8762.465495,0.067413413,0.2680284,NA,NA
Brad Van Pelt,1973,1986,2-40,TOT,NFL,184,158,14,5,0,94,VanPBr01,18.5921036,-1.862034272,-1.912541649,NA,NA
Boyd Dowler,1960,1971,3-25,TOT,NFL,150,144,11,2,0,93,DowlBo00,9657.941349,1.069325184,0.551071238,NA,NA
Mark Duper,1982,1992,2-52,MIA,NFL,146,136,11,3,0,93,DupeMa00,7828.793805,1.714483678,0.20361453,NA,NA
Ahman Green,1998,2009,3-76,TOT,NFL,148,97,12,4,0,93,GreeAh00,3089.518696,0.648988665,-0.067308271,NA,NA
Calvin Johnson,2007,2015,1-2,DET,NFL,135,130,9,6,3,93,JohnCa00,7314.889867,-0.259071316,-0.05580619,NA,NA
Billy Kilmer,1961,1978,"1-11, 5-39AFL",TOT,NFL,170,125,16,1,0,93,KilmBi00,353.323491,-0.373781938,-1.278445031,NA,NA
Archie Manning,1971,1984,1-2,TOT,NFL,151,139,13,2,0,93,MannAr00,-1.781692233,-0.346269214,-0.476589322,NA,NA
Santana Moss,2001,2014,1-16,TOT,NFL,197,135,14,1,0,93,MossSa00,9323.331542,0.333605304,0.545680784,NA,NA
Eric Moulds,1996,2007,1-24,TOT,NFL,186,157,12,3,0,93,MoulEr00,9281.535434,-0.111591578,0.085868901,NA,NA
Jerry Robinson,1979,1991,1-21,TOT,NFL,184,147,13,1,0,93,RobiJe01,916.5621597,0.4409153,0.807344721,NA,NA
Mike Wilson,1978,1989,4-103,TOT,NFL,174,172,12,0,0,93,WilsMi00,2154.826388,1.780331084,0.017744241,NA,NA
Doug Dieken,1971,1984,6-142,CLE,NFL,203,194,14,1,0,92,DiekDo00,23.31920156,-0.095909011,0.17070235,NA,NA
Chuck Foreman,1973,1980,1-12,TOT,NFL,109,84,8,5,1,92,ForeCh00,4611.104109,1.396300121,0.901080329,NA,NA
Steven Jackson,2004,2015,1-24,TOT,NFL,160,147,12,3,0,92,JackSt00,3384.530547,-0.589820257,-0.274154211,NA,NA
Vincent Jackson,2005,2016,2-61,TOT,NFL,155,137,12,3,0,92,JackVi00,6270.247198,0.973875271,-0.098049419,NA,NA
Jake Plummer,1997,2006,2-42,TOT,NFL,143,136,10,1,0,92,PlumJa00,8.270787177,-1.375603883,-1.047749,NA,NA
Earl Thomas,2010,2019,1-14,TOT,NFL,140,140,10,7,3,92,ThomEa00,2515.234499,0.052506491,0.714280953,NA,NA
Larry Brown,1969,1976,8-191,WAS,NFL,102,84,8,4,2,91,BrowLa00,941.936813,0.332500578,-0.36966194,NA,NA
Corey Dillon,1997,2006,2-43,TOT,NFL,150,132,10,4,0,91,DillCo00,2012.681127,-0.236313596,-0.414981115,NA,NA
Eddie George,1996,2004,1-14,TOT,NFL,141,136,9,4,1,91,GeorEd00,2431.44599,0.741838772,0.294163261,NA,NA
John Gilliam,1967,1977,2-52,TOT,NFL,151,128,11,4,0,91,GillJo01,8920.578602,0.64148378,-0.055769674,NA,NA
DeSean Jackson,2008,2019,2-49,TOT,NFL,156,149,12,3,0,91,JackDe00,4856.207552,0.716733734,0.851835097,NA,NA
Roy Jefferson,1965,1976,"2-18, 2-14AFL",TOT,NFL,162,144,12,3,1,91,JeffRo00,9439.046752,0.180742277,0.667220436,NA,NA
Anthony Miller,1988,1997,1-15,TOT,NFL,155,152,10,5,0,91,MillAn00,8409.263485,-0.214966465,0.023419923,NA,NA
Wesley Walker,1977,1989,2-33,NYJ,NFL,154,129,13,2,1,91,WalkWe00,8737.692859,0.147550213,0.705978122,NA,NA
Erich Barnes,1960,1971,4-42,TOT,NFL,153,144,12,5,1,90,BarnEr00,81.10615429,0.37050846,0.349770831,NA,NA
Bill Brown,1961,1974,"2-20, 6-45AFL",TOT,NFL,194,114,14,4,0,90,BrowBi00,4460.87687,0.508573048,0.057954464,NA,NA
Bill Brown,1961,1974,"2-20, 6-45AFL",TOT,NFL,194,114,14,4,0,90,BrowBi20,134.9845526,-2.741376752,-1.476998417,NA,NA
Marques Colston,2006,2015,7-252,NOR,NFL,146,106,10,0,0,90,ColsMa00,6964.319739,1.495329483,0.354520981,NA,NA
Jordan Gross,2003,2013,1-8,CAR,NFL,167,167,11,3,1,90,GrosJo20,0.598077817,0.763340829,0.623483947,NA,NA
Brad Johnson,1994,2008,9-227,TOT,NFL,177,125,15,2,0,90,JohnBr00,16.4910945,0.271931727,-0.573655434,NA,NA
Marshawn Lynch,2007,2019,1-12,TOT,NFL,149,135,12,5,1,90,LyncMa00,1660.908453,-0.169746091,0.021159126,NA,NA
Frank Ryan,1960,1970,5-55,TOT,NFL,111,84,11,3,0,90,RyanFr00,48.9224371,-0.616137147,-0.962173522,NA,NA
Ricky Williams,1999,2011,1-5,TOT,NFL,147,83,11,1,1,90,WillRi00,2808.921864,-0.148906408,0.140116124,NA,NA
Guy McIntyre,1984,1996,3-73,TOT,NFL,186,125,13,5,0,89,McInGu00,32.78316529,0.708704045,-0.765323465,NA,NA
Dave Waymer,1980,1992,2-41,TOT,NFL,197,155,13,1,0,89,WaymDa00,12.65939575,-0.967722443,-0.786370472,NA,NA
Bryan Cox,1991,2002,5-113,TOT,NFL,165,144,12,3,0,88,CoxxBr00,7.74071249,0.173489731,-1.277251749,NA,NA
Larry Csonka,1968,1979,1-8,TOT,TOT,146,142,11,5,2,88,CsonLa00,1298.269744,0.063432185,-0.172307172,RB,TRUE
Roy Green,1979,1992,4-89,TOT,NFL,190,130,14,2,2,88,GreeRo01,8606.681595,-0.083229001,0.31789717,NA,NA
Calvin Hill,1969,1981,1-24,TOT,NFL,156,80,12,4,1,88,HillCa00,3835.769171,0.97127187,-0.107909105,NA,NA
Johnnie Morton,1994,2005,1-21,TOT,NFL,182,156,12,0,0,88,MortJo00,7795.176217,0.137247281,0.220958961,NA,NA
Gary Collins,1962,1971,"1-4, 1-6AFL",CLE,NFL,127,106,10,2,0,87,CollGa00,7223.611611,0.739596374,0.25808402,NA,NA
Doug Buffone,1966,1979,"4-60, 8-72AFL",CHI,NFL,186,156,14,0,0,86,BuffDo20,21.53088749,-0.275701943,1.221080078,NA,NA
Dave Dalby,1972,1985,4-100,RAI,NFL,205,135,14,1,0,86,DalbDa00,4.084888716,0.701615051,0.474786849,NA,NA
Pete Kendall,1996,2008,1-21,TOT,NFL,189,188,13,0,0,86,KendPe20,-2.468982964,-0.165584993,-0.229210406,NA,NA
Eddie Kennison,1996,2008,1-18,TOT,NFL,179,154,13,0,0,86,KennEd00,7503.483941,0.355465061,0.309841142,NA,NA
George Kunz,1969,1980,1-2,TOT,NFL,129,126,11,8,1,86,KunzGe00,7.364316835,1.233887493,1.092548118,NA,NA
Ken O'Brien,1984,1993,1-24,TOT,NFL,129,110,10,2,0,86,OBriKe00,20.9716242,0.144112459,0.166039937,NA,NA
Steve Beuerlein,1988,2003,4-110,TOT,NFL,147,102,14,1,0,85,BeueSt00,16.98201008,-0.169227584,-0.534307363,NA,NA
Mark Carrier,1990,2000,1-6,TOT,NFL,168,164,11,3,0,85,CarrMa00,8009.142421,-0.839264997,-1.285172494,NA,NA
Gary Garrison,1966,1977,6-77,TOT,TOT,134,125,12,4,0,85,GarrGa00,9158.599698,0.332019406,-0.188582158,NA,NA
Tommy Kramer,1977,1990,1-27,TOT,NFL,129,110,14,1,0,85,KramTo00,28.97459993,-1.40468124,-1.521835494,NA,NA
Lawrence McCutcheon,1972,1981,3-70,TOT,NFL,109,82,10,5,0,85,McCuLa00,2942.824862,1.429914797,1.245978922,NA,NA
Haven Moses,1968,1981,1-9,TOT,TOT,199,178,14,2,0,85,MoseHa00,9581.755702,-0.456339167,0.385951751,NA,NA
Chuck Muncie,1976,1984,1-3,TOT,NFL,110,92,9,3,0,85,MuncCh00,2768.606217,0.907609516,0.816855575,NA,NA
Jordy Nelson,2008,2018,2-36,TOT,NFL,151,102,10,1,0,85,NelsJo00,3840.956354,1.791689686,0.42445114,NA,NA
Amani Toomer,1996,2008,2-34,NYG,NFL,190,141,13,0,0,85,ToomAm00,8506.028571,-0.060788057,-0.059223141,NA,NA
Gene Washington,1969,1979,1-16,TOT,NFL,140,137,10,4,3,85,WashGe01,4336.910159,0.003927073,0.929659267,NA,NA
Isaac Curtis,1973,1984,1-15,CIN,NFL,167,160,12,4,0,84,CurtIs00,8476.764948,1.037086653,0.118590783,NA,NA
Vern Den Herder,1971,1982,9-230,MIA,NFL,166,144,12,0,0,84,DenHVe20,27.23137593,1.240223879,0.708053691,NA,NA
Charlie Garner,1994,2004,2-42,TOT,NFL,147,90,11,1,0,84,GarnCh00,3629.901766,0.648173548,0.708547312,NA,NA
Maurice Jones-Drew,2006,2014,2-60,TOT,NFL,126,71,9,3,1,84,DrewMa00,2909.130373,-0.440922859,-0.153882473,NA,NA
Ken Lanier,1981,1994,5-125,TOT,NFL,179,167,14,0,0,84,LaniKe20,0.636823189,-0.349312139,-1.208875491,NA,NA
Nick Mangold,2006,2016,1-29,NYJ,NFL,164,164,11,7,2,84,MangNi20,1.200093874,-1.163410028,-0.890239247,NA,NA
Mike Vrabel,1997,2010,3-91,TOT,NFL,206,140,14,1,1,84,VrabMi20,159.7727338,1.268332535,0.016649212,NA,NA
Carl Banks,1984,1995,1-3,TOT,NFL,173,151,12,1,1,83,BankCa00,31.15594106,0.255519243,0.200402722,NA,NA
Plaxico Burress,2000,2012,1-8,TOT,NFL,148,138,11,0,0,83,BurrPl00,7886.859011,0.064118463,0.304825241,NA,NA
Jumbo Elliott,1988,2002,2-36,TOT,NFL,197,156,14,1,0,83,ElliJu00,16.28794369,-0.519824195,-0.016295674,NA,NA
Jack Kemp,1960,1969,17-203,TOT,AFL,118,105,9,7,2,83,KempJa00,-3.145152809,-0.584952708,-0.805536073,NA,NA
Greg Larson,1961,1973,"6-81, 11-87AFL",NYG,NFL,179,150,13,1,0,83,LarsGr00,0.876149749,0.885948439,-0.778023677,NA,NA
Jamal Lewis,2000,2009,1-5,TOT,NFL,131,126,9,1,1,83,LewiJa00,1951.074829,-0.82187297,0.141618914,NA,NA
Floyd Little,1967,1975,1-6,DEN,TOT,117,105,9,5,1,83,LittFl00,3285.695762,-0.01584754,0.341921582,RB,TRUE
Tony Martin,1990,2001,5-126,TOT,NFL,177,100,12,1,0,83,MartTo00,8218.519181,0.197249106,0.311225808,NA,NA
Dale Carter,1992,2005,1-20,TOT,NFL,157,127,12,4,0,82,CartDa00,87.60107341,-0.433120618,-0.534487338,NA,NA
Terry Glenn,1996,2007,1-7,TOT,NFL,137,127,12,1,0,82,GlenTe00,7770.509008,0.186957441,0.091018991,NA,NA
Rob Gronkowski,2010,2018,2-42,NWE,NFL,115,100,9,5,4,82,GronRo00,2863.394757,1.836141923,1.078647967,NA,NA
Garrison Hearst,1993,2004,1-3,TOT,NFL,126,105,10,2,0,82,HearGa00,2104.878094,0.878941306,0.312096223,NA,NA
Tony Hill,1977,1986,3-62,DAL,NFL,141,112,10,3,0,82,HillTo00,7830.17473,0.832564902,0.273085275,NA,NA
Neil Lomax,1981,1988,2-33,CRD,NFL,108,101,8,2,0,82,LomaNe00,18.18627098,-0.409159649,-0.288089455,NA,NA
Terance Mathis,1990,2002,6-140,TOT,NFL,206,130,13,1,0,82,MathTe00,8385.526579,0.192876139,0.686195185,NA,NA
Clinton Portis,2002,2010,2-51,TOT,NFL,113,108,9,2,0,82,PortCl00,2092.503773,-0.015810796,0.264692828,NA,NA
Keith Sims,1990,2000,2-39,TOT,NFL,142,133,11,3,0,82,SimsKe00,8.749097711,1.210001289,-0.558472551,NA,NA
Donny Anderson,1966,1974,1-7,TOT,NFL,126,80,9,1,0,81,AndeDo00,3672.999036,0.168310558,0.416444404,NA,NA
Bob Breunig,1975,1984,3-70,DAL,NFL,135,125,10,3,0,81,BreuBo00,22.97744013,1.282706192,-0.622222509,NA,NA
Ron Heller,1984,1995,4-112,TOT,NFL,172,166,12,0,0,81,HellRo00,887.7947544,0.179136412,-0.195436274,NA,NA
Joe Horn,1996,2007,5-135,TOT,NFL,163,114,12,4,0,81,HornJo00,7935.246148,0.333204012,0.223804916,NA,NA
Eric Martin,1985,1994,7-179,TOT,NFL,153,119,10,1,0,81,MartEr00,8123.779191,0.176572137,0.104625635,NA,NA
Wilbert Montgomery,1977,1985,6-154,TOT,NFL,107,88,9,2,0,81,MontWi00,2977.167929,0.444357526,0.308963089,NA,NA
Greg Pruitt,1973,1984,2-30,TOT,NFL,158,83,12,5,0,81,PruiGr00,3970.415991,-0.112124255,-0.111462522,NA,NA
Matt Schaub,2004,2019,3-90,TOT,NFL,154,93,15,2,0,81,SchaMa00,-0.567595865,0.397237318,-0.211227616,NA,NA
Joe Scibelli,1961,1975,"10-130, 10-77AFL",RAM,NFL,202,195,15,1,0,81,ScibJo00,4.782627704,-0.491737455,-0.012509345,NA,NA
Demaryius Thomas,2010,2019,1-22,TOT,NFL,143,128,10,4,0,81,ThomDe03,3027.083042,1.671952313,1.167644012,NA,NA
Ken Burrough,1970,1981,1-10,TOT,NFL,156,124,12,2,0,80,BurrKe00,8946.079267,-0.675855134,-0.116998472,NA,NA
Laveranues Coles,2000,2009,3-78,TOT,NFL,153,138,10,1,0,80,ColeLa00,8190.9896,-0.391126227,-0.051883105,NA,NA
A.J. Green,2011,2018,1-4,CIN,NFL,111,111,8,7,0,80,GreeA.00,3207.405149,0.040872463,0.011227418,NA,NA
DeAngelo Hall,2004,2017,1-8,TOT,NFL,171,160,14,3,0,80,HallDe99,3.443705691,-0.809783964,-1.378384234,NA,NA
Ronnie Harmon,1986,1997,1-16,TOT,NFL,181,27,12,1,0,80,HarmRo00,6162.645015,-0.018567604,-0.191523745,NA,NA
Dennis Harrah,1975,1987,1-11,RAM,NFL,168,144,13,6,1,80,HarrDe01,3.014059392,1.715843351,1.60325862,NA,NA
Abner Haynes,1960,1967,5-55,TOT,AFL,112,27,8,3,2,80,HaynAb00,4237.87332,0.658105555,0.22482336,NA,NA
Jim Houston,1960,1972,1-8,CLE,NFL,177,141,13,4,0,80,HousJi00,28.86188551,2.291540822,2.071453405,NA,NA
Bernie Kosar,1985,1996,1-1,TOT,NFL,126,108,12,1,0,80,KosaBe00,6.37915171,1.143111891,0.899512088,NA,NA
Ed McCaffrey,1991,2003,3-83,TOT,NFL,185,109,13,1,0,80,McCaEd00,7181.65235,0.860201538,1.252618634,NA,NA
Ricky Proehl,1990,2006,3-58,TOT,NFL,244,109,17,0,0,80,ProeRi00,8410.617136,-0.075811444,-0.075773828,NA,NA
Darren Sproles,2005,2019,4-130,TOT,NFL,183,31,14,3,0,80,SproDa00,3231.462481,1.953313217,0.950207568,NA,NA
Brian Westbrook,2002,2010,3-91,TOT,NFL,121,90,9,2,1,80,WestBr00,4016.632521,0.699106952,0.520336638,NA,NA
Shaun Alexander,2000,2008,1-19,TOT,NFL,123,96,9,3,1,79,AlexSh00,1753.468114,0.434879284,0.188986627,NA,NA
Mark Bortz,1983,1994,8-219,CHI,NFL,171,155,12,2,0,79,BortMa00,9.292661555,-0.687867786,-1.123123037,NA,NA
Terrell Davis,1995,2001,6-196,DEN,NFL,78,77,7,3,3,79,DaviTe00,1381.656354,0.965132034,1.547573491,RB,TRUE
Ernest Givins,1986,1995,2-34,TOT,NFL,147,147,10,2,0,79,GiviEr00,7539.290755,0.351846976,-0.37481276,NA,NA
Tom Matte,1961,1972,"1-7, 5-37AFL",CLT,NFL,142,91,12,2,1,79,MattTo00,3573.128354,1.034609897,0.461286221,NA,NA
Robert Pratt,1974,1985,3-67,TOT,NFL,170,151,12,0,0,79,PratRo20,22.10814164,0.362998557,-0.407284253,NA,NA
Earl Campbell,1978,1985,1-1,TOT,NFL,115,102,8,5,3,78,CampEa00,1069.390545,-0.772743372,-0.315665275,RB,TRUE
Thomas Jones,2000,2011,1-7,TOT,NFL,180,125,12,1,0,78,JoneTh00,2262.410792,-1.085931142,-0.371149814,NA,NA
Frank Lewis,1971,1983,1-8,TOT,NFL,155,119,13,1,0,78,LewiFr00,7858.253836,0.159930813,-0.038063667,NA,NA
Rob Moore,1990,1999,1-1,TOT,NFL,153,146,10,2,1,78,MoorRo00,8369.823943,-0.549892284,-0.206701149,NA,NA
Jimmy Orr,1960,1970,25-291,TOT,NFL,125,103,11,1,1,78,OrrxJi00,9621.116174,1.144339622,0.306229586,NA,NA
Art Powell,1960,1968,11-123,TOT,TOT,105,28,9,4,2,78,PoweAr00,8791.324558,0.288331368,0.555197696,NA,NA
Sterling Sharpe,1988,1994,1-7,GNB,NFL,112,112,7,5,3,78,SharSt00,7660.050591,-0.205520225,-0.603281235,NA,NA
John Williams,1986,1995,1-15,TOT,NFL,149,133,10,2,0,78,WillJo27,7.032997638,-0.967722443,-0.786370472,NA,NA
Keith Byars,1986,1998,1-10,TOT,NFL,189,160,13,1,0,77,ByarKe00,5825.414297,0.366792616,0.09129373,NA,NA
Anthony Carter,1985,1995,12-334,TOT,NFL,140,126,11,3,0,77,CartAn00,7293.205467,0.099051401,-0.127907295,NA,NA
Mike Garrett,1966,1973,"2-18, 20-178AFL",TOT,TOT,104,65,8,2,1,77,GarrMi00,3136.288517,1.093979121,0.253140412,NA,NA
Mel Gray,1971,1982,6-147,CRD,NFL,145,121,12,4,1,77,GrayMe01,8027.048663,0.89295998,0.623494293,NA,NA
T.Y. Hilton,2012,2019,3-92,CLT,NFL,118,97,8,4,0,77,HiltT.00,1530.23919,-0.005451019,0.070088412,NA,NA
John Jackson,1988,2001,10-252,TOT,NFL,203,166,14,0,0,77,JackJo00,116.9361659,-1.721773896,-1.056732349,NA,NA
Greg Jennings,2006,2015,2-52,TOT,NFL,143,119,10,2,0,77,JennGr00,6322.96896,1.274078365,0.21981504,NA,NA
Eric Metcalf,1989,2002,1-13,TOT,NFL,179,77,13,3,2,77,MetcEr00,5551.957501,0.045915126,-0.031818023,NA,NA
Ozzie Newsome,1978,1990,1-23,CLE,NFL,198,191,13,3,1,77,NewsOz00,8230.79703,0.144613346,0.192121111,TE,TRUE
Chris Samuels,2000,2009,1-3,WAS,NFL,141,141,10,6,0,77,SamuCh20,27.92312442,-0.995601062,-1.021820862,NA,NA
Timmy Brown,1960,1968,27-313,TOT,NFL,107,67,9,3,0,76,BrowTi01,4049.435464,0.017821582,-0.284411429,NA,NA
Mark Carrier,1987,1998,3-57,TOT,NFL,177,138,12,1,0,76,CarrMa00,8009.142421,-0.839264997,-1.285172494,NA,NA
Curtis Conway,1993,2004,1-7,TOT,NFL,167,144,12,0,0,76,ConwCu00,7578.069341,-0.143481682,0.364209824,NA,NA
John Henderson,2002,2011,1-9,TOT,NFL,146,125,10,2,0,76,HendJo00,2206.024626,-0.064945526,0.716832909,NA,NA
Bob Johnson,1968,1979,1-2,CIN,TOT,154,136,12,1,0,76,JohnBo01,7.613110417,1.948899413,0.865256069,NA,NA
Jack Snow,1965,1975,"1-8, 7-54AFL",RAM,NFL,150,139,11,1,0,76,SnowJa00,7485.773645,0.79109458,0.065740392,NA,NA
Mark van Eeghen,1974,1983,3-75,TOT,NFL,136,103,10,0,0,76,VanEMa00,1985.662373,0.510836323,0.382556989,NA,NA
William Andrews,1979,1986,3-79,ATL,NFL,87,72,6,4,0,75,AndrWi00,3100.197222,0.449510002,0.55613028900000006,NA,NA
MacArthur Lane,1968,1978,1-13,TOT,NFL,133,91,11,1,0,75,LaneMa00,4114.967642,-0.005322628,0.247234944,NA,NA
Joe Morrison,1960,1972,3-34,NYG,NFL,172,98,13,0,0,75,MorrJo01,6584.415452,0.690747378,-0.04406335,NA,NA
Michael Roos,2005,2014,2-41,OTI,NFL,148,148,10,1,1,75,RoosMi20,-1.191351618,0.044459436,-0.053765986,NA,NA
Ken Willard,1965,1974,1-2,TOT,NFL,132,121,10,4,0,75,WillKe02,3208.967872,0.628273235,0.729750034,NA,NA
Dick Anderson,1968,1977,3-73,MIA,TOT,121,101,9,3,2,74,AndeDi00,10.1956019,-2.112920994,-1.824591634,NA,NA
Greg Brezina,1968,1979,11-275,ATL,NFL,151,140,11,1,0,74,BrezGr00,21.24078221,0.494860147,1.269439553,NA,NA
Cris Collinsworth,1981,1988,2-37,CIN,NFL,107,90,8,3,0,74,CollCr00,6553.26218,1.251359322,0.707394745,NA,NA
Antonio Cromartie,2006,2016,1-19,TOT,NFL,162,137,11,4,1,74,CromAn20,1.769593873,-1.645488914,-1.016246942,NA,NA
Antonio Freeman,1995,2003,3-90,TOT,NFL,132,91,9,1,1,74,FreeAn00,6647.190075,0.934709464,-0.256180737,NA,NA
Charlie Johnson,1977,1984,7-175,TOT,NFL,117,110,8,3,2,74,JohnCh23,1.772848611,1.13081838,-0.648459041,NA,NA
Greg Olsen,2007,2019,1-31,TOT,NFL,188,162,13,3,0,74,OlseGr00,4043.980784,-0.260476566,-0.508420241,NA,NA
Mike Johnson,1986,1995,1-18,TOT,NFL,144,125,10,2,0,73,JohnMi23,14.05128435,1.093615977,0.431416557,NA,NA
Jim Norton,1960,1968,7-75,OTI,AFL,125,9,9,3,0,73,NortJi00,7.533914793,1.041211352,0.81761446,NA,NA
Lynn Swann,1974,1982,1-21,PIT,NFL,116,96,9,3,1,73,SwanLy00,7046.771801,1.068860019,0.708049966,WR,TRUE
James Wilder,1981,1990,2-34,TOT,NFL,129,102,10,1,0,73,WildJa00,4046.695093,-0.216619875,-0.738754701,NA,NA
DeAngelo Williams,2006,2016,1-27,TOT,NFL,142,96,11,1,0,73,WillDe02,1597.908674,-0.314448052,-0.085550374,NA,NA
Terry Allen,1991,2001,9-241,TOT,NFL,130,114,10,1,0,72,AlleTe00,1753.42022,0.042784011,-0.506688703,NA,NA
Aaron Brooks,2000,2006,4-131,TOT,NFL,93,90,7,0,0,72,BrooAa00,3.576034513,0.004310596,-0.074245403,NA,NA
Reggie Bush,2006,2016,1-2,TOT,NFL,134,96,11,0,0,72,BushRe00,3282.145525,1.030208578,0.211963507,NA,NA
Jamaal Charles,2008,2018,3-73,TOT,NFL,119,69,11,4,2,72,CharJa00,1979.599909,-0.473726594,0.110597433,NA,NA
Dwight Clark,1979,1987,10-249,SFO,NFL,134,97,9,2,1,72,ClarDw00,6935.861798,1.369975396,-0.3352231,NA,NA
Tommy McDonald,1960,1968,3-31,TOT,NFL,118,107,9,4,0,72,McDoTo00,10573.72774,0.17439659,-0.736893288,Flex,TRUE
Preston Pearson,1967,1980,12-298,TOT,NFL,176,73,14,0,0,72,PearPr00,4060.390908,1.11703163,0.105898931,NA,NA
Webster Slaughter,1986,1998,2-43,TOT,NFL,162,127,12,2,0,72,SlauWe00,7328.080137,0.077693512,-0.098796061,NA,NA
Freddie Solomon,1975,1985,2-36,TOT,NFL,151,116,11,0,0,72,SoloFr00,688.9507269,-0.586239878,0.41475253,NA,NA
Freddie Solomon,1975,1985,2-36,TOT,NFL,151,116,11,0,0,72,SoloFr01,6267.92324,0.875329456,-0.346726672,NA,NA
Mark Tauscher,2000,2010,7-224,GNB,NFL,134,132,11,0,0,72,TausMa20,1.150971442,1.667114279,-0.194429675,NA,NA
Richard Todd,1976,1985,1-6,TOT,NFL,119,108,10,0,0,72,ToddRi00,3.858808282,0.486605373,0.949361367,NA,NA
Mike Wahle,1998,2008,2-1,TOT,NFL,152,138,11,1,0,72,WahlMi55,7.077650163,0.395590728,-0.379560995,NA,NA
Raymond Berry,1960,1967,20-232,CLT,NFL,94,88,8,4,1,71,BerrRa00,12290.01455,1.356830848,0.172869555,Flex,TRUE
Brian Blades,1988,1998,2-49,SEA,NFL,156,122,11,1,0,71,BladBr00,7190.258894,-0.848696951,0.147209381,NA,NA
Bill Brooks,1986,1996,4-86,TOT,NFL,169,132,11,0,0,71,BrooBi00,7673.561709,-0.491145298,-0.262689139,NA,NA
Dez Bryant,2010,2017,1-24,DAL,NFL,113,99,8,3,1,71,BryaDe01,3452.399865,0.708218564,0.056336458,NA,NA
John David Crow,1960,1968,1-2,TOT,NFL,106,99,9,3,0,71,CrowJo00,4835.179407,-0.394025616,0.240906581,NA,NA
Jeff Graham,1991,2001,2-46,TOT,NFL,160,129,11,0,0,71,GrahJe00,7099.889523,-0.284777881,0.134274597,NA,NA
Don Griffin,1986,1996,6-162,TOT,NFL,161,139,11,0,0,71,GrifDo20,59.91963107,-1.057957228,4.229203919,NA,NA
James Jones,1991,2000,3-57,TOT,NFL,160,140,10,0,0,71,JoneJa01,332.1677042,0.294676047,0.001818351,NA,NA
James Jones,1991,2000,3-57,TOT,NFL,160,140,10,0,0,71,JoneJa04,3743.61566,1.634688006,0.401106072,NA,NA
Frank LeMaster,1974,1982,4-89,PHI,NFL,129,115,9,1,0,71,LeMaFr00,0.919515713,-1.875816088,-1.689103216,NA,NA
Jim McMahon,1982,1996,1-5,TOT,NFL,119,97,15,1,0,71,McMaJi00,93.50092591,0.147303743,0.582637402,NA,NA
Lenny Moore,1960,1967,1-9,CLT,NFL,95,70,8,4,3,71,MoorLe00,7879.73748,1.451301922,0.131522952,RB,TRUE
Babe Parilli,1960,1969,1-4,TOT,AFL,136,84,10,3,1,71,PariBa00,3.704849727,-0.578493283,-0.569154454,NA,NA
Brett Perriman,1988,1997,2-52,TOT,NFL,153,116,10,0,0,71,PerrBr00,6351.998388,0.16284235,0.235185978,NA,NA
Mike Pruitt,1976,1986,1-7,TOT,NFL,152,114,11,2,0,71,PruiMi00,2220.073183,0.333913384,0.224975834,NA,NA
Kellen Winslow,1979,1987,1-13,SDG,NFL,109,94,9,5,3,71,WinsKe00,6673.366964,1.297806059,0.372447266,TE,TRUE
Chris Chambers,2001,2010,2-52,TOT,NFL,153,127,10,1,0,70,ChamCh00,7236.261298,-0.296802497,-0.295025399,NA,NA
Kevin Faulk,1999,2011,2-46,NWE,NFL,161,47,13,0,0,70,FaulKe00,3722.789757,0.831486498,-0.313746392,NA,NA
Bill Fralic,1985,1993,1-2,TOT,NFL,132,131,9,4,2,70,FralBi00,0.694915058,-0.625469032,-0.688818103,NA,NA
Tony Galbreath,1976,1987,2-32,TOT,NFL,170,73,12,0,0,70,GalbTo00,4857.037935,0.16044062,0.551138802,NA,NA
Jimmy Graham,2010,2019,3-95,TOT,NFL,153,111,10,5,1,70,GrahJi00,3231.898184,1.616429977,0.788520495,NA,NA
Mark Ingram,2011,2019,1-28,TOT,NFL,121,79,9,3,0,70,IngrMa00,3760.51088,0.968003559,0.636167737,NA,NA
Mark Ingram,2011,2019,1-28,TOT,NFL,121,79,9,3,0,70,IngrMa01,136.9625122,1.807755425,1.040441942,NA,NA
Jim Kiick,1968,1977,5-118,TOT,TOT,115,66,9,2,0,70,KiicJi00,3423.734967,0.54312777,0.047997538,NA,NA
DeMarco Murray,2011,2017,3-71,TOT,NFL,99,86,7,3,1,70,MurrDe00,735.4689778,0.747610418,-0.115436831,NA,NA
Tony Nathan,1979,1987,3-61,MIA,NFL,123,63,9,0,1,70,NathTo00,3837.776354,1.012291294,0.364133775,NA,NA
Ray Rice,2008,2013,2-55,RAV,NFL,92,80,6,3,0,70,RiceRa00,2931.867683,0.009524463,0.186059428,NA,NA
